index,smiles,MLM
74,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,49.2
75,CCOc1cnn(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)c1,50.0
77,CC1(C)CC=C(c2cc(C(C)(C)NCCS(C)(=O)=O)ccc2NC(=O)c2nc(C#N)c[nH]2)CC1,28.0
78,COc1ccc2c(c1)C1CC1(C(=O)N1CC(O)(c3ccc(F)cc3)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,100.0
79,O=C(NO)C1(S(=O)(=O)c2ccc(OCc3ccc(OC(F)(F)F)cc3)cc2)CCC2(CCNCC2)C1,68.7
80,O=C(c1ccc(Oc2ccc(S(=O)(=O)C3(C(=O)NO)CCC4(CCNCC4)C3)cc2)cc1)N1CCCC1,92.6
81,COC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc([C@@H]2CC[C@@H](c3ccc(NC(=O)[C@@H]4CCCN4C(=O)[C@@H](NC(=O)OC)C(C)C)cc3)N2c2ccc(C(F)(F)F)cc2)cc1)C(C)C,56.0
84,Cc1ccccc1-c1noc(-c2cccc(C(=O)O)c2)n1,99.4
85,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,76.2
86,C=CCc1cccc(/C=N/NC(=O)CN2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1O,90.0
87,CCCc1cccc(/C=N/NC(=O)CN2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)c1O,61.0
88,CCCc1cccc(/C=N/NC(=O)CN2CCN(C(=O)c3ccc(C(F)(F)F)cc3)CC2)c1O,64.0
89,N#Cc1ccc(C(=O)N2CCN(CC(=O)N/N=C/c3cc(F)ccc3O)CC2)cc1,88.0
90,O=C(CN1CCN(C(=O)c2ccc(C(F)(F)F)cc2)CC1)N/N=C/c1cc(F)ccc1O,87.0
91,C=CCc1cc(F)cc(/C=N/NC(=O)CN2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1O,95.0
92,C=CCc1cc(F)cc(/C=N/NC(=O)CN2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)c1O,49.0
93,CCCc1cc(F)cc(/C=N/NC(=O)CN2CCN(C(=O)c3ccc(F)cc3)CC2)c1O,67.0
94,CCCc1cc(F)cc(/C=N/NC(=O)CN2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)c1O,40.0
95,CC1(C(=O)N(CCO)Cc2ccc(Cl)cc2)CCN1C(=O)Cc1csc2ccccc12,1.0
96,C[C@]1(C(=O)N(CCCC(=O)O)Cc2cccc(Cl)c2)CCN1C(=O)c1csc2ccccc12,72.2
101,O=C(O)c1cnccc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1,82.0
102,CN(c1ccccc1F)S(=O)(=O)c1cc(C(=O)N2CCN3CCC[C@@H]3C2)c(Cl)cc1F,0.04
103,Cc1cc(OCCCCOc2ccc(C(=O)CC(C)C)c(O)c2C)ccc1C(=O)O,57.0
104,CCCc1cccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3)CC2)c1O,30.0
105,CCCc1cccc(/C=N/NC(=O)CN2CCN(Cc3ccc(F)cc3)CC2)c1O,24.0
106,CCCc1cccc(/C=N/NC(=O)CN2CCN(C(=O)c3ccc(F)cc3)CC2)c1O,69.0
107,CCCc1cccc(/C=N/NC(=O)CN2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)c1O,15.0
109,C=CCc1cc(F)cc(/C=N/NC(=O)CN2CCN(C(=O)c3ccc(C(F)(F)F)cc3)CC2)c1O,90.0
110,CCCc1cc(F)cc(/C=N/NC(=O)CN2CCN(Cc3ccc(C#N)cc3)CC2)c1O,49.0
113,O=C(O)CCCNC(=O)c1ccccc1NC(=O)c1ccc2ccccc2c1,93.0
114,CCc1c(N2CCOCC2=O)cccc1S(=O)(=O)N[C@@H](CNC(=O)c1ccc(Cl)s1)C(=O)N1CCC(OC)CC1,99.0
115,COCCn1cc(-c2c(C3CC3)nc3c(N4CCOCC4)nccn23)cn1,64.0
116,COCCn1cc(-c2c(C#N)nc3c(N4CCOCC4)nccn23)cn1,57.0
118,O=C(NCCNC(=O)c1ccc(-c2ccccc2)cc1)c1ccc(O[C@H]2C3CC4CC2C[C@](C(=O)O)(C4)C3)cc1,62.0
119,N#Cc1c[nH]c(C(=O)Nc2ccc(CCS(=O)(=O)N3CCOCC3)cc2C2=CCCCC2)n1,4.0
120,COCCNCC(C)(C)c1ccc(NC(=O)c2nc(C#N)c[nH]2)c(C2=CCC(C)(C)CC2)c1,39.0
122,CC[C@@H](C)NC(=O)N[C@@H](C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1)C(C)C,85.0
123,Cc1nc2c(N3CCOCC3)nccn2c1-c1cnn(Cc2ccccc2Cl)c1,61.0
124,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(C(F)(F)F)ccc3[nH]2)C1=O,41.0
125,CC1(C)CC=C(c2cc(C(C)(C)O)ccc2NC(=O)c2nc(C#N)c[nH]2)CC1,96.0
126,CC1(C)CC=C(c2cc(CCS(N)(=O)=O)ccc2NC(=O)c2nc(C#N)c[nH]2)CC1,5.0
128,N#Cc1c[nH]c(C(=O)Nc2ccc(CCO)cc2C2=CCCCC2)n1,3.0
129,COc1ccc2c(c1)C1CC1(C(=O)N1C3CCC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,100.0
130,COc1ccc2c(c1)[C@@H]1C[C@]1(C(=O)N1C3CC1CN(C)C3)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,98.0
133,O=C(NCCN1CCC(O)(Cc2ccc(F)cc2)CC1)Nc1ccnc2ccsc12,100.0
135,COC(=O)c1nc(C)c2c(c1N)C(O)N(Cc1ccccc1)C2=O,70.0
136,COc1cnc(-n2cnc(C(C)(F)F)n2)c2[nH]cc(C(=O)C(=O)N3CCc4c(cccc4-c4ccccn4)C3)c12,5.0
137,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,96.0
138,COc1cnc(-n2cnc(C(F)(F)F)n2)c2[nH]cc(C(=O)C(=O)N3CCc4c(cccc4-c4ccccn4)C3)c12,8.0
139,Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n(CCN3CCCC3=O)c2n1.Cl,28.0
140,Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3Cl)n(CCO)c2n1.Cl,6.0
142,NC(=O)c1ccc(Oc2cc(NC(=O)N3CCC(O)(c4ccc(F)cc4)CC3)cc(Oc3ccc(F)cc3)c2)cc1,86.0
145,Cc1cc(C(=O)O)nc(N2C[C@@H]3CN(c4ccccc4C(F)(F)F)C[C@@H]3C2)n1,76.0
146,O=C(O)c1ccccc1NC(=O)N1CCC(c2ccccc2C(F)(F)F)CC1,85.0
155,CC(C)[C@@H](NC(=O)NC[C@H](C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,79.0
156,CC(C)[C@@H](NC(=O)NC[C@@H](C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,78.0
157,CC(C)[C@@H](NC(=O)N[C@@H]1CC[C@@H](O)C1)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,84.0
158,CC(C)[C@@H](NC(=O)CC(C)(C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,84.0
159,O=C(c1cccc(S(=O)(=O)Nc2ccccc2F)c1)N1CCN2CCC[C@@H]2C1,68.0
160,O=C(NCCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1cc2ccccc2[nH]1,37.0
161,O=S(=O)(c1cccc(-c2ccccc2)n1)N1CCC(N2CCOCC2)CC1,4.0
162,Cc1c(N2CCOCC2=O)cccc1S(=O)(=O)N[C@@H](CNC(=O)c1ccc(Cl)s1)C(=O)N1CCN(C)CC1,0.0
163,CC(=O)Nc1nc(C)c(-c2nc(N3CCCC(O)C3)no2)s1,97.1
164,CC1(C(=O)N(CCCC(=O)O)Cc2ccc(Cl)cc2)CCN1C(=O)c1csc2ccccc12,82.0
165,CNS(=O)(=O)CCCN(Cc1ccc(Cl)cc1)C(=O)C1(C)CCN1C(=O)Cc1cc(C)cc(C)c1,16.0
166,O=C(O)Cc1cccc(NC(=O)c2ccccc2NC(=O)c2ccc3ccccc3c2)c1,80.5
167,C=CCc1cccc(/C=N/NC(=O)CN2CCN(Cc3ccc(F)cc3)CC2)c1O,31.0
168,O=C(CN1CCN(C(=O)c2ccccc2)CC1)N/N=C/c1cc(F)ccc1O,88.0
169,C=CCc1cc(F)cc(/C=N/NC(=O)CN2CCN(C(=O)c3ccccc3)CC2)c1O,93.0
170,C=CCc1cc(F)cc(/C=N/NC(=O)CN2CCN(C(=O)c3ccc(F)cc3)CC2)c1O,92.0
171,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3ccc(Cl)cc3)c21,83.0
172,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)ccc(-c3ccc(C(F)(F)F)cc3)c21,94.0
173,CC1(C)CN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2c(O)c(F)cc(-c3ccc(Cl)cc3)c21,100.0
179,CCCOC(=O)c1nc(C)c2c(c1N)C(=O)N(Cc1ccccc1)C2=O,3.3
180,Cc1nc(C(=O)OC2CC2)c(N)c2c1C(=O)N(Cc1ccccc1)C2=O,9.6
181,CC(C)CC1(O)CCN(C(=O)Nc2cc(Oc3ccc(F)cc3)cc(Oc3ccc(C(=O)O)cc3)c2)CC1,99.0
182,CCN(C)S(=O)(=O)NC(=O)c1ccc2c(C3CCCCC3)c3n(c2c1)CC1(C(=O)N2C4CCC2CN(C)C4)CC1c1cc(OC)ccc1-3,94.0
183,COc1cccc2c1C(NC[C@]1(c3ccccc3)CC[C@H](OC(=O)Nc3ccc(N(C)C)cc3)CC1)=NS2(=O)=O,1.0
184,COc1cccc2c1C(NC[C@]1(c3ccccc3)CC[C@H](Nc3ncccn3)CC1)=NS2(=O)=O,1.0
185,COc1cccc2c1C(NC[C@]1(c3ccccc3)CC[C@H](n3cnnn3)CC1)=NS2(=O)=O,19.0
186,CNS(=O)(=O)CCCN(Cc1ccc(Cl)cc1)C(=O)C1(C)CCN1C(=O)Cc1csc2ccccc12,0.0
187,Cc1cc(C)cc(CC(=O)N2CCC2(C)C(=O)NCc2ccc(Cl)cc2)c1,0.0
191,Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)NCc1cccnc1,67.0
192,CCc1ccccc1-c1nc2c(N3CCN(C)CC3)nc(C)nc2n1C1CCOCC1.Cl,51.0
193,Cc1nc(N2CCN(C)CC2)c2nc(-c3ccccc3C3CC3)n(C3CCOCC3)c2n1.Cl,67.0
194,O=C(Nc1nc(-c2ccccn2)cs1)c1ccc(Cl)cc1,42.1
195,CC1(C)CCN(c2ccccc2NC(=O)Nc2ccc(OC(F)(F)F)cc2)c2ccccc21,6.0
196,Cc1ccccc1-c1noc(-c2cccc(C(=O)O)c2)n1,53.9
197,Cc1c(OCCCCOc2ccc(C(=O)O)cc2Cl)ccc(C(=O)CC(C)C)c1O,61.0
204,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3c(Cl)cccc3[nH]2)C1=O,6.0
205,O=C(O)c1ccc(Oc2cc(NC(=O)N3CCC(O)(c4ccc(F)cc4)CC3)cc(Oc3ccc(F)cc3)c2)cc1,74.0
206,COc1cnc(-c2cc(CO)[nH]n2)c2[nH]cc(C(=O)C(=O)N3CCc4c(cccc4-c4ccccn4)C3)c12,17.0
207,COc1cnc(C(=O)NCCO)c2[nH]cc(C(=O)C(=O)N3CCc4c(cccc4-c4ccccn4)C3)c12,28.0
208,O=C(Nc1nc2cccc(-c3ccc(CNC4CCS(=O)(=O)C4)cc3)n2n1)C1CC1,85.0
209,C[C@H](c1ccccc1)N1C(=O)O[C@](Cc2ccccc2)(c2nnc(Cc3ccccc3)o2)C1=O,0.0
210,CC(C)CN1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(F)(F)F)cc1)c1ccccc12,84.0
211,O=C(O)c1ccccc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1,75.0
213,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,68.1
215,Cc1cc(C)cc(CC(=O)N2CCC2(C)C(=O)N(CC(=O)O)Cc2ccc(Cl)cc2)c1,100.0
217,CCCCCCCCCCCCCCCCC(=O)NCCCN[C@H](C(=O)NCCCCNC(=N)N)[C@H](O[C@@H]1O[C@H](CN)[C@@H](O)[C@H]1O)[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O,80.7
218,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3ccccc3[nH]2)C1=O,8.0
219,O[C@H](CN[C@@](Cc1ccccc1)(c1cc(F)cc(OC(F)(F)C(F)F)c1)c1ccc(Cl)cn1)C(F)(F)F,84.0
220,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(OC(F)(F)F)ccc3[nH]2)C1=O,22.0
222,O=C(c1ccc(Cl)c(C(F)(F)F)c1)N1CCN(c2cc(=O)[nH]c(=O)n2Cc2ccc(OS(=O)(=O)c3cccc4cnccc34)cc2)CC1,90.0
223,Cc1nc(C2CCOC2)n2c1sc1cc(OCc3ccc4ccccc4n3)ccc12,37.0
224,COc1ccc2c(c1)C1CC1(C(=O)N1CC3CCC(C1)N3C)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,100.0
225,COc1ccc2c(c1)C1CC1(C(=O)N1CC(O)(C(C)C)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,100.0
229,COc1cnc(-n2ccc(CO)n2)c2[nH]cc(C(=O)C(=O)N3CCc4c(cccc4-c4ccccn4)C3)c12,1.0
230,C[C@H](c1ccc(F)cc1)N1C(=O)O[C@](Cc2ccccc2)(c2nc3cc(-c4cn[nH]c4)ccc3[nH]2)C1=O,63.0
232,Nc1ncnc2c1c(-c1cccc(OC[C@@H]3CCCCO3)c1)cn2[C@H]1C[C@@H](CN2CCC2)C1,75.8
236,Cc1cc(C)cc(CC(=O)N2CCC2(C)C(=O)N(CCCS(N)(=O)=O)Cc2ccc(Cl)cc2)c1,11.0
237,CC(=O)NCCN(Cc1ccc(Cl)cc1)C(=O)C1(C)CCN1C(=O)Cc1csc2ccccc12,12.0
238,CC1(C(=O)N(CCCC(=O)N2CCOCC2)Cc2ccc(Cl)cc2)CCN1C(=O)Cc1csc2ccccc12,2.0
239,Cc1cc(C)cc(CC(=O)N2CCC2(C)C(=O)N(CCCC(=O)N2CCOCC2)Cc2ccc(Cl)cc2)c1,31.0
240,CNC(=O)NCCN(Cc1ccc(Cl)cc1)C(=O)C1(C)CCN1C(=O)Cc1cc(C)cc(C)c1,0.0
241,CNC(=O)CN(Cc1ccc(Cl)cc1)C(=O)C1(C)CCN1C(=O)Cc1cc(C)cc(C)c1,5.0
242,CCN(Cc1ccc(Cl)cc1)C(=O)C1(C)CCN1C(=O)Cc1cc(C)cc(C)c1,7.0
243,CC1(C(=O)NCc2ccc(Cl)cc2)CCN1C(=O)Cc1csc2ccccc12,11.0
244,CCC(CC)CC1(O)CCN(C(=O)Nc2cc(F)cc(C(F)(F)F)c2)CC1,9.0
245,NC(=O)c1ccc(Oc2cc(NC(=O)N3CCC(O)(c4ccc(Cl)cc4)CC3)cc(Oc3ccc(F)cc3)c2)cc1,85.0
246,CS(=O)(=O)c1ccc(Oc2cc(NC(=O)N3CCC(O)(c4ccc(F)cc4)CC3)cc(Oc3ccc(F)cc3)c2)cc1,85.0
247,CCCCCCC(Sc1nc(Cl)cc(Nc2nc(-c3ccccc3)c(C)s2)n1)C(=O)O,74.0
249,COc1ccc2c(/C=C(\C)C(=O)c3cc(OC)c(OC)c(OC)c3)c[nH]c2c1,85.6
250,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,20.7
251,COc1ccc2c(/C=C(\C)C(=O)c3cc(OC)c(OC)c(OC)c3)c[nH]c2c1,42.4
252,COC(=O)N[C@H](C(=O)N1C[C@@H](C)C[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cc5[nH]c([C@@H]6C[C@H](C)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5s4)s3)cc2)[nH]1)C(C)C,100.0
253,COC(=O)N[C@H](C(=O)N1C[C@@H](C)C[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cc5[nH]c([C@@H]6C[C@H](C)CN6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5s4)cc3)cc2)[nH]1)C(C)C,100.0
254,Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1ccccn1,68.0
255,O=C(NCc1cccnc1)c1cc(-n2cnn(Cc3ccc(F)cc3)c2=O)n[nH]1,66.0
258,CC(=O)NC[C@H]1CN(c2ccc(N3CC[Si](C)(C)CC3)c(F)c2)C(=O)O1,10.8
259,CC(=O)NC[C@H]1CN(c2cc(F)c(N3CC[Si](C)(C)CC3)c(F)c2)C(=O)O1,9.6
262,CN1Cc2cc(-c3cccc([C@H](O)CO)n3)ccc2Oc2ccc(C(F)(F)F)cc21,94.0
263,CN1Cc2cc(-c3cccc([C@H](O)[C@@H](O)C(N)=O)n3)ccc2Oc2ccc(C(F)(F)F)cc21,93.0
264,COc1cccc2c1C(NCC(C)(C)c1ccccc1)=NC2=O,43.0
265,CCN1CCN(c2nc(C)nc3c2nc(-c2ccccc2Cl)n3C)CC1.Cl,30.0
266,COc1ccc2c(c1)C1CC1(C(=O)N1C[C@@H](C)N(C(C)=O)[C@@H](C)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,93.0
267,COc1cc2c(cn1)OCC21C(=O)N(C[C@@H]2CCCO2)c2ccccc21,8.0
268,Cc1ccccc1-c1noc(-c2cccc(C(=O)O)c2)n1,71.3
269,Cn1cnc(S(=O)(=O)N2CC(C(NC(=O)c3ccc(Cl)cc3Cl)c3ccccn3)C2)c1,75.0
272,COc1ccc2c(c1)C1CC1(C(=O)N1C[C@@H](C)N(C)[C@@H](C)C1)Cn1c-2c(C2CCCCC2)c2ccc(C(=O)NS(=O)(=O)N(C)C)cc21,99.0
277,CC(C)(C)CN1CCC2(CC1)CN(c1ccccc1Nc1nnc(-c3cnccn3)s1)c1c(O)ccc(Cl)c12,37.0
279,Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1ccc(F)cc1,40.0
280,Cc1nc(C)c(-c2nc(C)c3sc4cc(OCc5ccc6ccccc6n5)ccc4n23)s1,20.0
284,Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)NCc1ncco1,88.0
285,CCOCCn1cc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,50.0
286,N=C(N)c1ccc(Oc2cc(NC(=O)[C@H]3CC[C@H](N)CC3)cc(Oc3ccc(C(=N)N)cc3)c2)cc1,91.0
287,N=C(N)c1ccc(Oc2cc(Oc3ccc(C(=N)N)cc3)cc(C(=O)O[C@H]3CC[C@H](N)CC3)c2)cc1,34.0
289,Cn1c2ccccc2c2cc(CCOc3ncccc3-c3cncnc3)cnc21,1.93
290,COc1ccc2c(c1)O/C(=C\c1ccc(OCCN3CCCCC3)cc1)C2=O,52.1
291,CC(C)(C)Nc1cc(NCC2CCOCC2)c2ncc(-c3ccc(C(=O)NC4CC4)cc3)n2n1,59.0
292,COc1ccc2c(c1)O/C(=C\c1ccc(OCCN3CCCCC3)c(Cl)c1)C2=O,59.5
