index,smiles,MLM
216,C[C@@H]1c2c[nH]nc2-c2cc(F)c(F)cc2N1S(=O)(=O)c1ccc(C(F)(F)F)cc1,86.0
217,CC[C@H]1Cc2n[nH]cc2[C@@H](CC)N1S(=O)(=O)c1ccc(Cl)cc1,1.0
218,CC(C)[C@@H](NC(=O)[C@@H]1CCC[C@@H]1N)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,93.0
219,Cc1cccc(Cl)c1-c1nc2c(=O)[nH]c3cc(-c4ccccc4)ccc3c2[nH]1,86.0
220,O=c1[nH]c2cc(Cc3ccccc3)ccc2c2[nH]c(-c3ccccc3Cl)nc12,40.0
221,O=c1[nH]c2ccc(Br)cc2c2[nH]c(-c3ccccc3Cl)nc12,84.0
222,CCS(=O)(=O)Nc1cccc(-c2cc(=O)n(-c3ccc(Cl)c(Cl)c3)nc2C)c1,99.0
223,Cc1c(CN2CCOCC2)cc(NC(=O)C2CCCCC2C)cc1C(F)(F)F,2.0
224,NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,88.0
225,O=S(=O)(c1ccc(Cl)cc1)N1[C@H]2CCC[C@@H]1c1cn[nH]c1C2,0.0
226,FCCCC1OC2(CCN(Cc3ccccc3)CC2)c2ccccc21,38.0
228,O=S(=O)(N[C@H](CO)C(C(F)(F)F)C(F)(F)F)c1ccc(Cl)s1,54.0
229,O=S(=O)(c1ccc(Cl)cc1)N1Cc2c[nH]nc2-c2ccc(F)cc21,0.0
230,O=S(=O)(c1ccc(Cl)cc1)N1Cc2c[nH]nc2-c2cc(F)ccc21,0.0
231,CCCCCCCCc1ccc(OCC(=O)Cn2cc(C(=O)CCCC(=O)O)c3cc(C(=O)O)ccc32)cc1,95.0
232,CC(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1ccc(C#Cc2ccc(NC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(C)=O)c3ccccc3)cc2)cc1)c1ccccc1,100.0
235,CCN(CC)CCn1cc/c(=N\c2ccc(-c3ccccc3)cc2)c2ccc(C(F)(F)F)cc21,80.4
236,Cn1nc(-c2ccncc2)cc1NC(=O)[C@H](Cc1ccccc1)NCc1cncs1,8.0
237,O=C(Nc1cnc(-c2ccncc2)s1)[C@H](Cc1ccccc1)NCc1cncs1,5.0
238,N=C(N)NC(=O)c1ccc(C2CCN(C(=O)c3ccc(S(N)(=O)=O)cc3)CC2)c(C(F)(F)F)c1,7.0
239,N#Cc1ccc(C(=O)N2CCC(c3ccc(C(=O)NC(=N)N)cc3C(F)(F)F)CC2)cc1,20.0
240,CN[C@@H](CC(C)C)C(=O)N[C@H]1CC[C@@H]2CN(c3ccc(OC(F)(F)F)cc3)C[C@@H]21,66.0
241,CN[C@@H](CC(C)C)C(=O)N[C@H]1CC[C@@H]2CN(c3cccc(C(F)(F)F)c3)C[C@@H]21,81.0
242,O=c1oc2ccccc2n1CCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,86.91
243,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCCOc1cc(F)ccc1F,79.0
245,Cn1c2c(c3cc(S(=O)(=O)c4c[nH]c5ccccc45)ccc31)C1CCC(C2)N1,34.0
246,Cc1cn(Cc2ccc3ccccc3c2)c2c(/C=C/C(=O)NS(=O)(=O)c3cccs3)cc(F)cc12,88.0
248,CCc1ccc(S(=O)(=O)Nc2ccccc2Br)cc1NC1CCN(C)CC1,99.0
249,C[C@](O)(c1ccc(C(=O)N(C2CC2)[C@H]2CC[C@](CNS(C)(=O)=O)(c3ccccc3)CC2)cc1)C(F)(F)F,21.0
250,C[C@](O)(c1ccc(C(=O)N(C2CC2)[C@H]2CC[C@](COC(N)=O)(c3ccc(F)cc3)CC2)cc1)C(F)(F)F,10.0
254,COC(=O)C1=C(Cn2ccnc2)NC(C)=C(C#N)C1c1ccc(F)cc1Cl,64.0
256,N#Cc1c[nH]c(C(=O)Nc2ccc(C3CNC(=O)NC3)cc2C2=CCCCC2)n1,78.0
257,CC1(C)CC=C(c2cc(C3CNC(=NC#N)NC3)ccc2NC(=O)c2nc(C#N)c[nH]2)CC1,100.0
258,C=C(C)[C@@H]1CC[C@]2(C(=O)NCc3ccc(N(C)C)cc3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,10.0
261,Cc1c(C(=O)CC(C)C)cc(-c2ccc(Cl)cc2)n1-c1ccc(S(N)(=O)=O)cc1,44.0
262,O=C1COc2c(Cl)cc(Cl)cc2N1Cc1nnc(C2Cc3ccccc3C2)n1CCC(F)(F)F,5.0
264,CCCCCCCCc1ccc(OCC(=O)Cn2ncc3cc(C(=O)O)ccc32)cc1,64.0
265,Cc1cc(C[C@H](CCCCNCc2ccc(F)cc2)C(=O)NO)cc(C)c1F,18.0
266,Cc1cc2c(C(=O)NC[C@@H](C)c3ccccc3)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(C(=O)NC[C@@H](C)c3ccccc3)c(O)c(O)cc2c1O,41.0
267,Cc1cc2c(C(=O)NC[C@H](C)c3ccccc3)c(O)c(O)cc2c(O)c1-c1c(C)cc2c(C(=O)NC[C@H](C)c3ccccc3)c(O)c(O)cc2c1O,28.0
269,CCOP(=O)(Cc1ccc(NC(=O)CCNC(=O)[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)cc1)OCC,95.0
272,CC1CCCCN1C(=O)c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12,3.0
273,O=C(c1ccc(Cl)cc1NS(=O)(=O)c1cccc2nsnc12)N1CCCCCC1,2.0
274,COC[C@H](C1CC1)n1cc(Cl)nc(Nc2cc(C)c(OC(F)F)nc2C)c1=O,42.0
275,O=C(COc1ccc(Oc2ccc(C(F)(F)F)cc2)cc1)Cn1ccc2cc(C(=O)O)ccc21,57.0
276,CC(=O)c1cn(CC(=O)COc2ccc(Oc3ccc(C(F)(F)F)cc3)cc2)c2ccc(C(=O)O)cc12,73.0
278,CC(=O)N(CCO[C@H]1CNC[C@H]1Cc1cc(C)cc(N)n1)CCc1cccc(F)c1,80.0
279,O=C(/C=C/c1cccc2c1N(Cc1ccc(Cl)cc1Cl)C(=O)C2(F)F)NS(=O)(=O)c1cccc(Cl)c1,62.2
280,O=C(/C=C/c1cccc2c1N(Cc1ccc3ccccc3c1)C(=O)C2(F)F)NS(=O)(=O)c1ccc(F)c(F)c1,45.0
281,CC1C(=O)N(Cc2ccc3ccccc3c2)c2c(/C=C/C(=O)NS(=O)(=O)c3cc(F)c(F)cc3F)cccc21,17.6
